Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government
United Arab Emirates,2006,6.734221935272217,11.367042541503906,0.9034104347229004,64.86000061035156,0.8975570201873779,-0.03560776636004448,0.20335876941680908,0.6939624547958374,0.275255411863327,
United Arab Emirates,2009,6.866062641143799,10.97463607788086,0.8850893378257751,65.04000091552734,0.8488218784332275,0.016304919496178627,0.3388764560222626,0.718198835849762,0.28707441687583923,
United Arab Emirates,2010,7.0974555015563965,10.913665771484375,0.9117623567581177,65.0999984741211,0.8777507543563843,0.05406874418258667,0.3551158905029297,0.7007490396499634,0.2330135703086853,
United Arab Emirates,2011,7.118701457977295,10.935293197631836,0.8813689351081848,65.16000366210938,0.889463484287262,0.06859226524829865,,0.7015542984008789,0.21587003767490387,
United Arab Emirates,2012,7.217766761779785,10.957613945007324,0.8558768033981323,65.22000122070312,0.9197925925254822,,,0.7194701433181763,0.22398534417152405,
United Arab Emirates,2013,6.620951175689697,11.000767707824707,0.8637157678604126,65.27999877929688,0.9359788298606873,,,,0.29111284017562866,
United Arab Emirates,2014,6.539854526519775,11.042156219482422,,65.33999633789062,,,,,,
United Arab Emirates,2015,6.568397521972656,11.086248397827148,0.8241366744041443,65.4000015258789,0.9150362014770508,0.19821767508983612,,0.7220892310142517,0.2957329750061035,
United Arab Emirates,2016,6.8309502601623535,11.105120658874512,0.84937983751297,65.55000305175781,0.949119508266449,0.12820154428482056,,0.7390806674957275,0.2446679025888443,
United Arab Emirates,2017,7.039419651031494,11.115184783935547,0.8355273604393005,65.69999694824219,0.9620166420936584,0.21297557651996613,,0.7373489141464233,0.20759844779968262,
United Arab Emirates,2018,6.603743553161621,11.111973762512207,0.851041316986084,65.8499984741211,0.9436643719673157,0.05110808089375496,,0.7228230834007263,0.30204182863235474,
United Arab Emirates,2019,6.710782527923584,11.131133079528809,0.8615332841873169,66.0,0.9114195108413696,0.12463610619306564,,0.7300516366958618,0.2837632894515991,
United Arab Emirates,2020,6.458392143249512,11.055631637573242,0.8267555832862854,66.1500015258789,0.942161500453949,0.05701281502842903,,0.7023953199386597,0.2984803020954132,
United Arab Emirates,2021,6.733067512512207,11.070255279541016,0.8260605931282043,66.30000305175781,0.951327919960022,0.15886852145195007,,0.6966699957847595,0.21710991859436035,
